Title,URL
I once sold cheese to Europe. Brexit took my business to the brink of destruction,https://www.theguardian.com/commentisfree/2022/nov/18/europe-brexit-business-export-paperwork-british
This warm autumn is a warning: Britain’s seasons are changing for good,https://www.theguardian.com/commentisfree/2022/nov/18/warm-autumn-britain-seasons-november-climate-crisis
"Hunt’s plan may please the markets, but austerity without real growth would be fatal",https://www.theguardian.com/commentisfree/2022/nov/18/jeremy-hunt-markets-austerity-growth-recovery-productivity-green-trading
"Whisper it, but the UK and the EU are starting to mend their broken relationship",https://www.theguardian.com/world/commentisfree/2022/nov/18/uk-eu-mend-broken-relationship-brexit-neighbours
There is a hidden epidemic of missed cancer cases – here’s how we save lives now,https://www.theguardian.com/commentisfree/2022/nov/18/covid-epidemic-cancer-diagnosis-pandemic-europe
Jeremy Hunt’s autumn statement: setting a trap for Labour,https://www.theguardian.com/commentisfree/2022/nov/17/the-guardian-view-on-jeremy-hunts-autumn-statement-setting-a-trap-for-labour
A demographic paradox: the rebirth of pronatalism,https://www.theguardian.com/commentisfree/2022/nov/17/the-guardian-view-on-a-demographic-paradox-the-rebirth-of-pronatalism
Baby boomers reflect on past times and future fears,https://www.theguardian.com/society/2022/nov/18/baby-boomers-reflect-on-past-times-and-future-fears
"Jesus treated women with respect, and so should the church",https://www.theguardian.com/world/2022/nov/18/jesus-treated-women-with-respect-and-so-should-the-church
Beer banned from World Cup stadiums after 11th-hour U-turn,https://www.theguardian.com/football/2022/nov/18/qatar-bans-beer-from-world-cup-stadiums-fifa-u-turn
"Qatar 2022. We’re really doing this then, are we?",https://www.theguardian.com/football/ng-interactive/2022/nov/18/david-squires-on-qatar-2022-world-cup-were-really-doing-this-then-are-we
Supporters around the globe preview the tournament,https://www.theguardian.com/football/2022/nov/18/world-cup-2022-fans-preview-tournament-teams-players-mood
Part 32: talented Uruguay looking to go all the way,https://www.theguardian.com/football/2022/nov/18/world-cup-2022-team-guide-uruguay
Our complete guide to all 831 players at the tournament,https://www.theguardian.com/football/ng-interactive/2022/nov/16/world-cup-2022-player-profiles-qatar-match-ratings
Hjulmand calls for change in way host nations are chosen,https://www.theguardian.com/football/2022/nov/18/denmark-manager-calls-for-change-in-way-world-cup-hosts-are-chosen
"Groups G and H, plus: life for women in Qatar",https://www.theguardian.com/football/audio/2022/nov/18/world-cup-groups-gand-h-plus-women-in-qatar-football-daily-podcast
"As a female referee, this World Cup is a positive and deserved step ",https://www.theguardian.com/football/blog/2022/nov/18/female-referees-world-cup-qatar-positive-step
Cockerill wants Twickenham crowd to drown out haka,https://www.theguardian.com/sport/2022/nov/18/rugby-union-richard-cockerill-wants-twickenham-crowd-to-drown-out-new-zealand-haka
Hayes hits out at state of UK gynaecology care,https://www.theguardian.com/football/2022/nov/18/emma-hayes-criticises-long-waits-for-gynaecology-appointments-in-uk
Former England men’s bowler Lewis appointed as women’s coach,https://www.theguardian.com/sport/2022/nov/18/former-england-bowler-jon-lewis-appointed-womens-team-coach-cricket
Australia target double success in World Cup finals,https://www.theguardian.com/sport/2022/nov/18/australia-target-double-success-in-rugby-league-world-cup-finals
Ireland chase southern-hemisphere hat-trick against Wallabies,https://www.theguardian.com/sport/2022/nov/18/rugby-union-ireland-chasing-southern-hemisphere-hat-trick-against-australia
Public sector workers react to autumn statement,https://www.theguardian.com/uk-news/2022/nov/18/public-sector-workers-autumn-statement-nhs-strikes
"How it will impact households, from single mums to married pensioners",https://www.theguardian.com/uk-news/2022/nov/18/autumn-statement-2022-what-it-means-for-you
"Hunt’s budget will mean 19 years of wage stagnation, warns thinktank",https://www.theguardian.com/business/2022/nov/18/uk-workers-will-miss-out-on-pay-rises-worth-15000-over-next-five-years-autumn-statement
Find out how UK price rises affect you,https://www.theguardian.com/money/2022/nov/16/personal-inflation-calculator-uk-price-rises-2022
Landlord’s future in doubt after Awaab Ishak’s parents demand accountability,https://www.theguardian.com/society/2022/nov/18/landlord-of-rochdale-flat-in-which-awaab-ishak-died-faces-growing-pressure-to-quit
Public buildings in England and Wales likely to get 15%-20% rises next year,https://www.theguardian.com/business/2022/nov/18/public-buildings-england-and-wales-property-tax-business-rates-revaluation
"Photographer, who was Prince Andrew’s ex-girlfriend, wins damages against Daily Mail",https://www.theguardian.com/media/2022/nov/18/prince-andrews-ex-girlfriend-koo-stark-wins-damages-against-daily-mail
"Manchester risks losing ‘vital organ of culture’, says Elbow's Guy Garvey",https://www.theguardian.com/uk-news/2022/nov/18/manchester-risks-losing-vital-organ-in-night-day-cafe-says-guy-garvey
Recently discovered illustration to be sold at auction,https://www.theguardian.com/books/2022/nov/18/recently-discovered-wind-in-the-willows-illustration-to-be-sold-at-auction
Flooding shuts schools and disrupts travel after heavy rain in Scotland,https://www.theguardian.com/uk-news/2022/nov/18/flooding-shuts-schools-and-disrupts-travel-after-heavy-rain-in-scotland
Chain sold out of administration to SSP with loss of 100 jobs,https://www.theguardian.com/business/2022/nov/18/amt-coffee-sold-out-of-administration-to-ssp-with-loss-of-100-jobs
Hunt says axing status would be wrong for UK,https://www.theguardian.com/uk-news/2022/nov/18/jeremy-hunt-says-axing-nom-dom-status-would-be-wrong-thing-for-uk
Sales in Great Britain below pre-pandemic levels as shoppers cut back,https://www.theguardian.com/business/2022/nov/18/retail-sales-in-great-britain-below-pre-pandemic-levels-as-shoppers-cut-back
Building society sets aside safety net for bad loans as borrowers face surging costs,https://www.theguardian.com/business/2022/nov/18/nationwide-sets-aside-safety-net-for-bad-loans-as-borrowers-face-surging-costs
Offices closed after Elon Musk’s loyalty oath sparks wave of resignations,https://www.theguardian.com/technology/2022/nov/17/elon-musk-twitter-closes-offices-loyalty-oath-resignations
Trump faces more Republican backlash after 2024 run announcement,https://www.theguardian.com/us-news/live/2022/nov/18/jan-6-trump-republicans-house-democrats-us-politics-latest
Protesters chant anti-regime slogans at boy’s funeral,https://www.theguardian.com/world/2022/nov/18/iranian-protesters-chant-anti-regime-slogans-at-boys-funeral
Moscow hopeful of Brittney Griner-Viktor Bout prisoner swap,https://www.theguardian.com/world/2022/nov/18/russia-viktor-bout-brittney-griner-us-prisoner-swap
Judge blocks key parts of Florida’s ‘Stop-Woke’ law,https://www.theguardian.com/us-news/2022/nov/18/judge-florida-ron-desantis-stop-woke-law
Two men charged with shooting animals at safari park,https://www.theguardian.com/world/2022/nov/18/canada-safari-park-shooting-animals-two-charged
Hakeem Jeffries on course to become first Black party leader in Congress,https://www.theguardian.com/us-news/2022/nov/18/hakeem-jeffries-house-minority-leader-black
Dozens of countries sign deal to curb bombing in urban areas,https://www.theguardian.com/world/2022/nov/18/dozens-of-countries-to-sign-deal-to-curb-bombing-in-urban-areas
Sentencing to begin after four-month trial,https://www.theguardian.com/us-news/2022/nov/18/elizabeth-holmes-theranos-trial-sentencing
Rome police hunt for possible serial killer after three women found dead,https://www.theguardian.com/world/2022/nov/18/rome-police-on-the-hunt-for-possible-serial-killer-after-three-women-dead
The climate carnage we've faced in the last year,https://www.theguardian.com/environment/video/2022/nov/03/cop27-the-climate-carnage-weve-faced-this-year-video
The real price of the Qatar World Cup,https://www.theguardian.com/football/video/2022/nov/01/built-on-exploitation-the-real-price-of-the-qatar-world-cup-video-explainer
Could Trump's legal issues derail his 2024 presidential bid?,https://www.theguardian.com/us-news/video/2022/nov/17/donald-trump-legal-issues-2024-presidential-bid-video-explainer
A look back at Matt Hancock's failures as health secretary,https://www.theguardian.com/politics/video/2022/nov/16/im-looking-for-forgiveness-a-look-back-at-matt-hancocks-failures-as-health-secretary-video
Goat yoga to homeopathy: is alternative medicine just pseudoscience?,https://www.theguardian.com/lifeandstyle/video/2022/nov/14/goat-yoga-to-homeopathy-is-alternative-medicine-just-pseudoscience-a-sceptics-guide-to-wellness
How gas is being rebranded as green,https://www.theguardian.com/business/video/2022/nov/03/how-gas-is-being-rebranded-as-green-video
The Bolsonaro supporters who refuse to accept election result,https://www.theguardian.com/world/video/2022/nov/08/brazil-stolen-bolsonaro-supporters-refuse-accept-election-result-video
How Babylon Berlin became TV’s most decadent drama,https://www.theguardian.com/tv-and-radio/2022/nov/18/how-babylon-berlin-became-tvs-most-decadent-drama
Stormzy’s third act takes anticipation to fever pitch,https://www.theguardian.com/music/2022/nov/18/not-just-another-album-stormzys-third-act-takes-anticipation-to-fever-pitch
Music writers on the formats they love,https://www.theguardian.com/music/2022/nov/18/from-vinyl-to-streaming-music-writers-on-the-formats-they-love
Marcel Proust,https://www.theguardian.com/books/2022/nov/18/where-to-start-with-marcel-proust-french-writer
Making the Assassin’s Creed soundtrack ,https://www.theguardian.com/games/2022/nov/18/scholars-symphonies-and-rave-music-making-the-assassins-creed-soundtrack-
"If the Alien rumours are true, please, no more yucky high-concept posturing",https://www.theguardian.com/film/2022/nov/18/if-the-alien-rumours-are-trueplease-no-more-yucky-high-concept-posturing
"The Dog & Gun, Skelton, Cumbria: ‘It has already won my 2022 Pudding of the Year award’",https://www.theguardian.com/food/2022/nov/18/the-dog-gun-skelton-cumbria-it-has-already-won-my-2022-pudding-of-the-year-award-restaurant-review
Will the hooded dress be the ‘warmdrobe look’ of winter 2022?,https://www.theguardian.com/fashion/2022/nov/18/will-the-hooded-dress-be-the-warmdrobe-look-of-winter-2022
The welcome resurgence of rice pudding,https://www.theguardian.com/food/2022/nov/18/comfort-and-joy-welcome-resurgence-rice-pudding
We ask an expert,https://www.theguardian.com/lifeandstyle/2022/nov/18/can-anyone-avoid-cctv-surveillance-we-ask-an-expert
Ravneet Gill’s recipe for whole roast apples with no-churn ice-cream,https://www.theguardian.com/food/2022/nov/18/whole-roast-apples-no-churn-ice-cream-recipe-ravneet-gill
Sali Hughes’s 50 top picks under £20,https://www.theguardian.com/fashion/2022/nov/18/budget-beauty-sali-hughess-50-top-picks-under-20
Tech workers: have you been affected by recent job cuts?,https://www.theguardian.com/technology/2022/nov/11/tech-workers-have-you-been-affected-by-recent-job-cuts
Do you regret being attracted to conspiracy theories? ,https://www.theguardian.com/world/2022/nov/18/people-in-the-uk-do-you-regret-being-attracted-to-conspiracy-theories
Tell us how you are being affected by UK social care shortages,https://www.theguardian.com/society/2022/nov/14/tell-us-how-you-are-being-affected-by-uk-social-care-shortages
UK readers: share your tips for celebrating Christmas on a budget,https://www.theguardian.com/lifeandstyle/2022/nov/18/uk-readers-share-your-tips-for-celebrating-christmas-on-a-budget
Luxury brands report booming sales,https://www.theguardian.com/business/2022/nov/18/sales-jumps-and-plunging-champagne-stocks-despite-crisis-luxury-is-booming
Anthony Hopkins on film stardom at 84,https://www.theguardian.com/film/2022/nov/18/anthony-hopkins-interview-armageddon-time
Voters pass historic climate initiatives in ‘silent surprise’ of midterms,https://www.theguardian.com/us-news/2022/nov/18/climate-initiatives-passed-us-midterm-elections
Under-21s to vote for first time as nation heads to polls,https://www.theguardian.com/world/2022/nov/18/under-21s-given-vote-as-malaysia-goes-to-polls-in-tiktok-election
Conservation and resistance on Gallows Down,https://www.theguardian.com/environment/2022/nov/18/nicola-chester-gallows-down-conservation-resistance-north-wessex-downs-berkshire
"As small towns shrink, is immigration the answer?",https://www.theguardian.com/world/2022/nov/18/population-in-the-us-as-small-towns-shrink-is-immigration-the-answer
Sign up to our free interiors email,https://www.theguardian.com/lifeandstyle/2022/sep/28/sign-up-for-the-house-to-home-newsletter
Get the newsletter for the way we live now,https://www.theguardian.com/lifeandstyle/2020/sep/09/design-review-get-the-newsletter-for-the-way-we-live-now
Sign up for our curated weekly podcast newsletter,https://www.theguardian.com/info/2017/may/10/hear-here-podcast-recommendations-sign-up-for-unexpected-audio-pleasures
Our weekly guide to the world of technology,https://www.theguardian.com/info/2022/sep/20/sign-up-for-the-techscape-newsletter-our-free-technology-email
A protest and a giant wedding cake,https://www.theguardian.com/news/gallery/2022/nov/18/a-protest-and-a-giant-wedding-cake-fridays-best-photos
From migrating crabs to a monkey carrying a puppy,https://www.theguardian.com/environment/gallery/2022/nov/18/the-week-in-wildlife-in-pictures
Cuba’s places of worship,https://www.theguardian.com/artanddesign/gallery/2022/nov/18/holy-havana-cubas-places-of-worship-in-pictures
Growing up in India’s coalfields,https://www.theguardian.com/global-development/gallery/2022/nov/18/the-teenage-miners-of-jharia-growing-up-in-indias-coalfields-in-pictures
Urban loft-style homes for sale,https://www.theguardian.com/money/gallery/2022/nov/18/urban-loft-style-homes-for-sale-in-pictures
PhotoVogue festival,https://www.theguardian.com/artanddesign/gallery/2022/nov/17/blank-canvas-photovogue-festival-in-pictures
Manchester United to sue Cristiano Ronaldo and ban him over interview,https://www.theguardian.com/football/2022/nov/18/manchester-united-to-sue-cristiano-ronaldo-and-ban-him-over-interview
"I’ve kissed a Tory and I’m not ashamed, Keir Starmer reveals",https://www.theguardian.com/politics/2022/nov/18/keir-starmer-i-kissed-a-tory-and-not-ashamed-labour
Qatar bans beer from World Cup stadiums after 11th-hour U-turn,https://www.theguardian.com/football/2022/nov/18/qatar-bans-beer-from-world-cup-stadiums-fifa-u-turn
"Man, 29, pleads guilty to murder of Zara Aleena",https://www.theguardian.com/uk-news/2022/nov/18/man-29-pleads-guilty-to-murder-of-zara-aleena
"Rishi Sunak protecting super-rich from paying fair share of tax, says Labour – as it happened",https://www.theguardian.com/politics/live/2022/nov/18/jeremy-hunt-warns-of-two-challenging-years-after-autumn-statement-budget-uk-politics-live
Anna Maxwell Martin: ‘I never get offered drugs. People think I’m a child’,https://www.theguardian.com/tv-and-radio/2022/nov/18/anna-maxwell-martin-i-never-get-offered-drugs-people-think-im-a-child
"‘It’s not my shame, it’s his’: Somerset woman speaks out on childhood abuse by brother",https://www.theguardian.com/society/2022/nov/18/somerset-woman-speaks-out-on-childhood-abuse-by-brother
"The British people ‘just got a lot poorer’, says IFS thinktank",https://www.theguardian.com/business/2022/nov/18/british-people-poorer-ifs-uk-autumn-statement
Security guards at Doha World Cup park claim they are paid just 35p an hour,https://www.theguardian.com/global-development/2022/nov/18/security-guards-doha-qatar-world-cup-park-claim-they-are-paid-just-35p-an-hour
Russia-Ukraine war live: remains of explosives found at Nord Stream pipeline blast site; death toll of latest Russian strikes rises,https://www.theguardian.com/world/live/2022/nov/18/russia-ukraine-war-live-missile-strikes-leave-10-million-ukrainians-without-power-says-zelenskiy
