Title,Location,Price,Area,Room
                        Apartment Gerard Doustraat                            ,            1073 XB Amsterdam (Oude Pijp)        ,"                €2,250 per month            ",62 m²,3 rooms
                        Apartment Nieuwe Spiegelstraat 67 3                            ,            1017 DD Amsterdam (Grachtengordel-Zuid)        ,"                €2,600 per month            ",90 m²,2 rooms
                        Apartment Zaagmolenstraat                            ,            1052 HB Amsterdam (Frederik Hendrikbuurt)        ,"                €2,050 per month            ",95 m²,1 room
                        Apartment Oostenburgervoorstraat                            ,            1018 MN Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €1,900 per month            ",50 m²,2 rooms
                        Apartment Herengracht 51 D                            ,            1015 BC Amsterdam (Grachtengordel-West)        ,"                €3,850 per month            ",180 m²,4 rooms
                        Apartment Weteringschans 213 E                            ,            1017 XG Amsterdam (De Weteringschans)        ,"                €3,250 per month            ",130 m²,4 rooms
                        Apartment Van Breestraat 129 Hs                            ,            1071 ZL Amsterdam (Museumkwartier)        ,"                €6,500 per month            ",188 m²,7 rooms
                        Apartment Naritaweg                            ,            1043 CB Amsterdam (Bedrijventerrein Sloterdijk)        ,"                €1,840 per month            ",87 m²,2 rooms
                        Apartment Naritaweg                            ,            1043 CB Amsterdam (Bedrijventerrein Sloterdijk)        ,"                €1,780 per month            ",77 m²,3 rooms
                        Apartment Cornelis Anthoniszstraat                            ,            1071 VX Amsterdam (Museumkwartier)        ,"                €2,850 per month            ",100 m²,4 rooms
                        Apartment Tweede Constantijn Huygensstraat 44 A                            ,            1054 CV Amsterdam (Helmersbuurt)        ,"                €6,500 per month            ",151 m²,5 rooms
                        House Vrijheidslaan 5 H                            ,            1079 KA Amsterdam (Rijnbuurt)        ,"                €2,950 per month            ",170 m²,4 rooms
                        Apartment Peelstraat 60                            ,            1079 RN Amsterdam (Scheldebuurt)        ,"                €1,350 per month            ",60 m²,2 rooms
                        Studio Reestraat 11 1                            ,            1016 DM Amsterdam (Grachtengordel-West)        ,"                €1,450 per month            ",30 m²,1 room
                        Apartment Naritaweg                            ,            1043 CB Amsterdam (Bedrijventerrein Sloterdijk)        ,"                €1,400 per month            ",61 m²,1 room
                        Apartment Sloterkade 165 E                            ,            1059 EB Amsterdam (Hoofddorppleinbuurt)        ,"                €2,500 per month            ",104 m²,4 rooms
                        Apartment Dijkgraafplein                            ,            1069 EL Amsterdam (De Punt)        ,"                €1,775 per month            ",100 m²,4 rooms
                        Apartment Cornelis Trooststraat                            ,            1072 JA Amsterdam (Nieuwe Pijp)        ,"                €3,500 per month            ",110 m²,4 rooms
                        Apartment IJburglaan                            ,            1087 EM Amsterdam (IJburg West)        ,"                €2,100 per month            ",96 m²,3 rooms
                        Apartment Rijnstraat 234                            ,            1079 HV Amsterdam (Rijnbuurt)        ,"                €3,800 per month            ",170 m²,5 rooms
                        Apartment Nassaukade                            ,            1053 LL Amsterdam (Da Costabuurt)        ,"                €2,500 per month            ",106 m²,3 rooms
                        Apartment Marnixkade 90 1                            ,            1015 ZH Amsterdam (Jordaan)        ,"                €1,950 per month            ",56 m²,3 rooms
                        Apartment Nieuwezijds Voorburgwal                            ,            1012 RT Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €2,500 per month            ",88 m²,3 rooms
                        Apartment Boterdiepstraat 15 HS                            ,            1079 SR Amsterdam (Rijnbuurt)        ,"                €1,850 per month            ",57 m²,2 rooms
                        Apartment Ferguutstraat                            ,            1055 SV Amsterdam (Erasmuspark)        ,"                €1,600 per month            ",57 m²,3 rooms
                        Studio Welnastraat 9                            ,            1096 GJ Amsterdam (Omval/Overamstel)        ,"                €1,590 per month            ",28 m²,1 room
                        Apartment Eef Kamerbeekstraat                            ,            1095 MP Amsterdam (Zeeburgereiland/Nieuwe Diep)        ,"                €1,795 per month            ",50 m²,2 rooms
                        Apartment Geleenstraat 40 bg                            ,            1078 LG Amsterdam (Scheldebuurt)        ,"                €2,750 per month            ",109 m²,5 rooms
                        Apartment Nieuwe Looiersstraat                            ,            1017 VA Amsterdam (De Weteringschans)        ,"                €2,450 per month            ",75 m²,2 rooms
                        House Jaagpad                            ,            1059 BN Amsterdam (Hoofddorppleinbuurt)        ,"                €3,250 per month            ",150 m²,5 rooms
                        Apartment Brouwersgracht 75 A                            ,            1015 GC Amsterdam (Grachtengordel-West)        ,"                €4,950 per month            ",160 m²,3 rooms
                        Apartment Hoogte Kadijk 54 H                            ,            1018 BN Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €2,750 per month            ",93 m²,3 rooms
                        Apartment Gerard Doustraat                            ,            1073 XB Amsterdam (Oude Pijp)        ,"                €2,250 per month            ",62 m²,3 rooms
                        Apartment Jacob van Lennepkade                            ,            1054 ZG Amsterdam (Helmersbuurt)        ,"                €2,495 per month            ",70 m²,3 rooms
                        Apartment Van Tuyll van Serooskerkenweg                            ,            1076 JG Amsterdam (Stadionbuurt)        ,"                €3,375 per month            ",115 m²,5 rooms
                        Apartment Wijdesteeg                            ,            1012 RN Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €2,000 per month            ",65 m²,2 rooms
                        Apartment Weteringschans 104 3                            ,            1017 XS Amsterdam (De Weteringschans)        ,"                €1,950 per month            ",95 m²,2 rooms
                        Apartment Jan van Galenstraat                            ,            1056 BS Amsterdam (Van Galenbuurt)        ,"                €1,850 per month            ",76 m²,3 rooms
                        Apartment Arubastraat 15 2                            ,            1058 VD Amsterdam (Westindische Buurt)        ,"                €3,250 per month            ",131 m²,5 rooms
                        Apartment Geuzenstraat                            ,            1056 JX Amsterdam (Geuzenbuurt)        ,"                €2,100 per month            ",57 m²,3 rooms
                        Apartment Katwijkstraat 14 H                            ,            1059 XP Amsterdam (Hoofddorppleinbuurt)        ,"                €3,000 per month            ",130 m²,4 rooms
                        Apartment Sint Jacobsstraat                            ,            1012 NC Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €2,495 per month            ",75 m²,3 rooms
                        Apartment Bestevâerstraat 7 3-C                            ,            1056 HD Amsterdam (Geuzenbuurt)        ,"                €1,275 per month            ",20 m²,1 room
                        Apartment Galileïplantsoen                            ,            1098 NC Amsterdam (Middenmeer)        ,"                €3,250 per month            ",140 m²,4 rooms
                        Apartment Nachtwachtlaan                            ,            1058 EL Amsterdam (Overtoomse Veld)        ,"                €2,750 per month            ",106 m²,4 rooms
                        Apartment Maasstraat 59 4                            ,            1078 HD Amsterdam (Scheldebuurt)        ,"                €3,000 per month            ",122 m²,4 rooms
                        Apartment Prinsengracht 305 D                            ,            1016 GX Amsterdam (Grachtengordel-West)        ,"                €2,250 per month            ",100 m²,3 rooms
                        Apartment Blasiusstraat 70 B                            ,            1091 CW Amsterdam (Weesperzijde)        ,"                €1,850 per month            ",60 m²,3 rooms
                        House Parosstraat 20                            ,            1060 LP Amsterdam (Middelveldsche Akerpolder)        ,"                €3,000 per month            ",250 m²,9 rooms
                        Apartment Gerard Doustraat                            ,            1073 XB Amsterdam (Oude Pijp)        ,"                €2,250 per month            ",62 m²,3 rooms
                        Apartment Archimedesweg                            ,            1098 JR Amsterdam (Middenmeer)        ,"                €2,400 per month            ",132 m²,5 rooms
                        Apartment Theophilusstraat                            ,            1055 CN Amsterdam (Erasmuspark)        ,"                €1,950 per month            ",50 m²,2 rooms
                        Apartment Baarsjesweg                            ,            1058 AD Amsterdam (Westindische Buurt)        ,"                €2,000 per month            ",46 m²,2 rooms
                        Apartment Silodam 153                            ,            1013 AS Amsterdam (Houthavens)        ,"                €2,200 per month            ",83 m²,2 rooms
                        Studio Korsjespoortsteeg                            ,            1015 AR Amsterdam (Grachtengordel-West)        ,"                €1,395 per month            ",37 m²,1 room
                        Apartment Valeriusstraat                            ,            1075 GC Amsterdam (Willemspark)        ,"                €1,895 per month            ",60 m²,3 rooms
                        Apartment Henkenshage 17                            ,            1083 BX Amsterdam (Buitenveldert-Oost)        ,"                €1,950 per month            ",80 m²,3 rooms
                        Apartment Sloterkade 166 C                            ,            1059 EB Amsterdam (Hoofddorppleinbuurt)        ,"                €2,250 per month            ",106 m²,2 rooms
                        Apartment Poeldijkstraat                            ,            1059 VL Amsterdam (Westlandgracht)        ,"                €2,400 per month            ",102 m²,3 rooms
                        Apartment Sarphatikade                            ,            1017 WV Amsterdam (De Weteringschans)        ,"                €3,750 per month            ",141 m²,5 rooms
                        Apartment Oranje Nassaulaan 62 BV                            ,            1075 AS Amsterdam (Willemspark)        ,"                €5,250 per month            ",252 m²,7 rooms
                        Apartment Sloterkade 22 H                            ,            1058 HE Amsterdam (Hoofddorppleinbuurt)        ,"                €8,000 per month            ",194 m²,6 rooms
                        Apartment Weesperzijde                            ,            1091 EL Amsterdam (Weesperzijde)        ,"                €2,350 per month            ",90 m²,3 rooms
                        Apartment Gerard Doustraat                            ,            1073 XB Amsterdam (Oude Pijp)        ,"                €2,250 per month            ",62 m²,3 rooms
                        Apartment Hoogte Kadijk 54 H                            ,            1018 BN Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €2,750 per month            ",93 m²,3 rooms
                        Apartment Bilderdijkstraat 13 I                            ,            1052 NA Amsterdam (Da Costabuurt)        ,"                €2,500 per month            ",70 m²,3 rooms
                        Apartment Cannenburg                            ,            1081 HD Amsterdam (Buitenveldert-West)        ,"                €3,000 per month            ",125 m²,4 rooms
                        Apartment Marnixkade 40 1                            ,            1015 XS Amsterdam (Jordaan)        ,"                €1,900 per month            ",65 m²,2 rooms
                        Apartment Balthasar Floriszstraat                            ,            1071 VC Amsterdam (Museumkwartier)        ,"                €2,250 per month            ",82 m²,2 rooms
                        Apartment Van Eeghenstraat                            ,            1071 GK Amsterdam (Museumkwartier)        ,"                €3,750 per month            ",110 m²,3 rooms
                        House Marnixkade                            ,            1015 ZK Amsterdam (Jordaan)        ,"                €2,100 per month            ",70 m²,2 rooms
                        Apartment Spinozastraat                            ,            1018 HJ Amsterdam (Weesperbuurt/Plantage)        ,"                €2,500 per month            ",62 m²,3 rooms
                        Apartment Daniël Stalpertstraat 80 I                            ,            1072 XK Amsterdam (Oude Pijp)        ,"                €2,250 per month            ",55 m²,2 rooms
                        Apartment Kleiburg                            ,"            1104 EA Amsterdam (Bijlmer Oost (E,G,K))        ","                €1,595 per month            ",68 m²,3 rooms
                        Apartment Da Costakade                            ,            1053 WL Amsterdam (Da Costabuurt)        ,"                €3,500 per month            ",110 m²,4 rooms
                        Apartment Govert Flinckstraat                            ,            1074 CA Amsterdam (Oude Pijp)        ,"                €2,400 per month            ",100 m²,3 rooms
                        Apartment Willem Parelstraat 260                            ,            1018 KZ Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €1,995 per month            ",45 m²,2 rooms
                        Apartment Gerard Brandtstraat                            ,            1054 JK Amsterdam (Vondelbuurt)        ,"                €2,100 per month            ",63 m²,2 rooms
                        Apartment Reitdiepstraat                            ,            1079 MA Amsterdam (Rijnbuurt)        ,"                €1,850 per month            ",62 m²,3 rooms
                        Apartment Plantage Kerklaan 1 1                            ,            1018 SX Amsterdam (Weesperbuurt/Plantage)        ,"                €2,000 per month            ",75 m²,2 rooms
                        Apartment Pieter Cornelisz. Hooftstraat                            ,            1071 CA Amsterdam (Museumkwartier)        ,"                €3,000 per month            ",71 m²,3 rooms
                        Apartment Sloterkade                            ,            1058 HM Amsterdam (Hoofddorppleinbuurt)        ,"                €1,950 per month            ",70 m²,2 rooms
                        Apartment Minervalaan                            ,            1077 NP Amsterdam (Apollobuurt)        ,"                €3,000 per month            ",130 m²,4 rooms
                        Apartment Beulingstraat                            ,            1017 BA Amsterdam (Grachtengordel-Zuid)        ,"                €2,750 per month            ",125 m²,3 rooms
                        Apartment Moreelsestraat 3 boven                            ,            1071 BJ Amsterdam (Museumkwartier)        ,"                €3,750 per month            ",133 m²,5 rooms
                        Apartment Kinderdijkstraat                            ,            1079 GJ Amsterdam (Scheldebuurt)        ,"                €1,350 per month            ",35 m²,2 rooms
                        Apartment Keizersgracht 430 D                            ,            1016 GD Amsterdam (Grachtengordel-West)        ,"                €3,000 per month            ",115 m²,3 rooms
                        Apartment Herengracht                            ,            1016 BJ Amsterdam (Grachtengordel-West)        ,"                €4,000 per month            ",175 m²,3 rooms
                        Apartment Rozengracht 142 III                            ,            1016 NJ Amsterdam (Jordaan)        ,"                €2,350 per month            ",65 m²,3 rooms
                        Apartment Van Oldenbarneveldtstraat                            ,            1052 KC Amsterdam (Frederik Hendrikbuurt)        ,"                €2,400 per month            ",102 m²,3 rooms
                        Apartment Willem de Zwijgerlaan                            ,            1055 RC Amsterdam (Landlust)        ,"                €1,750 per month            ",55 m²,3 rooms
                        Apartment Da Costakade 180 2                            ,            1053 XE Amsterdam (Van Lennepbuurt)        ,"                €2,250 per month            ",73 m²,3 rooms
                        Apartment Ten Katestraat                            ,            1053 CG Amsterdam (Kinkerbuurt)        ,"                €2,500 per month            ",50 m²,2 rooms
                        Apartment Voetboogstraat 16 I                            ,            1012 XL Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €1,650 per month            ",62 m²,2 rooms
                        Apartment Bloemstraat                            ,            1016 LD Amsterdam (Jordaan)        ,"                €2,500 per month            ",55 m²,3 rooms
                        Apartment Gerard Doustraat                            ,            1073 XB Amsterdam (Oude Pijp)        ,"                €2,250 per month            ",62 m²,3 rooms
                        Apartment Hoogte Kadijk 54 H                            ,            1018 BN Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €2,750 per month            ",93 m²,3 rooms
                        Apartment Amstelvlietstraat                            ,            1096 GG Amsterdam (Omval/Overamstel)        ,"                €3,000 per month            ",160 m²,4 rooms
                        Apartment Joris Ivensplein 78                            ,            1087 BP Amsterdam (IJburg West)        ,"                €1,750 per month            ",116 m²,3 rooms
                        Studio Bos en Lommerplantsoen                            ,            1055 AA Amsterdam (De Kolenkit)        ,"                €1,600 per month            ",29 m²,1 room
                        Apartment Sarphatistraat 139 B                            ,            1018 GD Amsterdam (Weesperbuurt/Plantage)        ,"                €2,450 per month            ",100 m²,2 rooms
                        Apartment Admiraal De Ruijterweg                            ,            1055 MZ Amsterdam (Landlust)        ,"                €1,650 per month            ",80 m²,2 rooms
                        Apartment Haarlemmerdijk                            ,            1013 KC Amsterdam (Haarlemmerbuurt)        ,"                €1,800 per month            ",77 m²,4 rooms
                        Apartment Lutmastraat                            ,            1072 JN Amsterdam (Nieuwe Pijp)        ,"                €1,990 per month            ",60 m²,2 rooms
                        Apartment Werkendamstraat                            ,            1107 KK Amsterdam (Gein)        ,"                €1,395 per month            ",46 m²,2 rooms
                        Apartment Beethovenstraat 148 4                            ,            1077 JT Amsterdam (Apollobuurt)        ,"                €4,850 per month            ",151 m²,6 rooms
                        Apartment Van Boetzelaerstraat                            ,            1051 CZ Amsterdam (Staatsliedenbuurt)        ,"                €2,350 per month            ",82 m²,4 rooms
                        Apartment Bloemstraat 36 K                            ,            1016 LC Amsterdam (Jordaan)        ,"                €3,000 per month            ",92 m²,6 rooms
                        Apartment Keizersgracht                            ,            1015 CW Amsterdam (Grachtengordel-West)        ,"                €3,500 per month            ",120 m²,4 rooms
                        Apartment August Allebéplein 229                            ,            1062 AB Amsterdam (Overtoomse Veld)        ,"                €1,450 per month            ",45 m²,3 rooms
                        Apartment Haparandaweg                            ,            1013 BD Amsterdam (Houthavens)        ,"                €1,560 per month            ",46 m²,1 room
                        Apartment Haparandaweg                            ,            1013 BD Amsterdam (Houthavens)        ,"                €1,498 per month            ",46 m²,1 room
                        Apartment Van Breestraat 109                            ,            1071 ZK Amsterdam (Museumkwartier)        ,"                €4,500 per month            ",137 m²,5 rooms
                        House Noord-Bevelandstraat 29                            ,            1025 NP Amsterdam (Tuindorp Buiksloot)        ,"                €1,900 per month            ",80 m²,3 rooms
                        Apartment Rijswijkstraat 147 A                            ,            1062 ES Amsterdam (Westlandgracht)        ,"                €1,450 per month            ",60 m²,3 rooms
                        Apartment Nicolaas Beetsstraat 126 1                            ,            1054 XT Amsterdam (Helmersbuurt)        ,"                €1,850 per month            ",65 m²,2 rooms
                        Apartment Jacob van Lennepkade                            ,            1053 NK Amsterdam (Van Lennepbuurt)        ,"                €4,000 per month            ",160 m²,4 rooms
                        Apartment Hofgeest                            ,"            1102 EA Amsterdam (Bijlmer Centrum (D,F,H))        ","                €1,925 per month            ",94 m²,4 rooms
                        Apartment Suze Robertsonstraat                            ,            1062 BT Amsterdam (Overtoomse Veld)        ,"                €1,925 per month            ",66 m²,2 rooms
                        Apartment Jasper Leijnsenstraat 2 3                            ,            1056 XX Amsterdam (Landlust)        ,"                €2,600 per month            ",90 m²,3 rooms
                        Apartment Haarlemmerweg                            ,            1051 KR Amsterdam (Staatsliedenbuurt)        ,"                €2,300 per month            ",70 m²,2 rooms
                        Apartment Zieseniskade                            ,            1017 RT Amsterdam (De Weteringschans)        ,"                €2,200 per month            ",70 m²,3 rooms
                        Apartment Overtoom                            ,            1054 LH Amsterdam (Overtoomse Sluis)        ,"                €2,250 per month            ",75 m²,3 rooms
                        Apartment Keizersgracht 217 G                            ,            1016 DT Amsterdam (Grachtengordel-West)        ,"                €3,500 per month            ",160 m²,4 rooms
                        Apartment Prinsengracht 844 ll-lll                            ,            1017 JM Amsterdam (De Weteringschans)        ,"                €2,550 per month            ",120 m²,4 rooms
                        Apartment Waterkersweg 262                            ,            1051 PJ Amsterdam (Centrale Markt)        ,"                €2,100 per month            ",85 m²,3 rooms
                        Apartment Zuidelijke Wandelweg                            ,            1079 RK Amsterdam (Scheldebuurt)        ,"                €3,500 per month            ",111 m²,4 rooms
                        Apartment Hoogte Kadijk 54 H                            ,            1018 BN Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €2,750 per month            ",93 m²,3 rooms
                        Apartment Gerard Doustraat                            ,            1073 XB Amsterdam (Oude Pijp)        ,"                €2,250 per month            ",62 m²,3 rooms
                        House Leimuidenstraat                            ,            1059 EJ Amsterdam (Hoofddorppleinbuurt)        ,"                €2,600 per month            ",90 m²,3 rooms
                        Apartment Koninginneweg                            ,            1075 CG Amsterdam (Willemspark)        ,"                €2,050 per month            ",72 m²,3 rooms
                        Apartment Parnassusweg                            ,            1077 DE Amsterdam (Prinses Irenebuurt e.o.)        ,"                €2,300 per month            ",102 m²,3 rooms
                        Apartment Keizersgracht 365 E                            ,            1016 EJ Amsterdam (Grachtengordel-West)        ,"                €3,850 per month            ",130 m²,3 rooms
                        Studio Buyskade                            ,            1051 ME Amsterdam (Staatsliedenbuurt)        ,"                €1,600 per month            ",58 m²,1 room
                        Apartment Govert Flinckstraat 10                            ,            1072 EJ Amsterdam (Oude Pijp)        ,"                €2,300 per month            ",70 m²,3 rooms
                        Apartment Faas Wilkesstraat 177 B                            ,            1095 MD Amsterdam (Zeeburgereiland/Nieuwe Diep)        ,"                €1,700 per month            ",98 m²,3 rooms
                        Apartment Prins Hendrikkade                            ,            1011 AN Amsterdam (Nieuwmarkt/Lastage)        ,"                €2,250 per month            ",65 m²,3 rooms
                        Apartment Ruysdaelstraat                            ,            1071 WX Amsterdam (Museumkwartier)        ,"                €2,500 per month            ",78 m²,3 rooms
                        Apartment Rustenburgerstraat 303 1                            ,            1073 GE Amsterdam (Nieuwe Pijp)        ,"                €2,195 per month            ",50 m²,3 rooms
                        Apartment Geldersekade 119 B                            ,            1011 EN Amsterdam (Nieuwmarkt/Lastage)        ,"                €2,450 per month            ",72 m²,2 rooms
                        Apartment Wilhelminastraat 213 2                            ,            1054 WG Amsterdam (Overtoomse Sluis)        ,"                €2,150 per month            ",60 m²,3 rooms
                        Apartment Rosmarijnsteeg                            ,            1012 RP Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €1,975 per month            ",77 m²,3 rooms
                        Apartment Ridderspoorweg 60                            ,            1032 LL Amsterdam (Noordelijke IJ-oevers West)        ,"                €2,750 per month            ",125 m²,5 rooms
                        Apartment Balthasar Floriszstraat                            ,            1071 VB Amsterdam (Museumkwartier)        ,"                €3,550 per month            ",123 m²,4 rooms
                        Apartment Woestduinstraat 109 H                            ,            1059 SP Amsterdam (Hoofddorppleinbuurt)        ,"                €2,100 per month            ",70 m²,3 rooms
                        Apartment Houtrijkstraat 220                            ,            1013 DV Amsterdam (Spaarndammer- en Zeeheldenbuurt)        ,"                €1,600 per month            ",45 m²,2 rooms
                        Studio Schaarsbergenstraat 59 A                            ,            1107 JS Amsterdam (Holendrecht/Reigersbos)        ,"                €1,200 per month            ",34 m²,1 room
                        Apartment Prinsengracht 353 B                            ,            1016 HK Amsterdam (Grachtengordel-West)        ,"                €2,000 per month            ",85 m²,2 rooms
                        House Hoendiepstraat                            ,            1079 LX Amsterdam (Rijnbuurt)        ,"                €2,200 per month            ",78 m²,4 rooms
                        Apartment Montelbaanstraat                            ,            1011 EG Amsterdam (Nieuwmarkt/Lastage)        ,"                €2,500 per month            ",60 m²,3 rooms
                        Apartment Karel du Jardinstraat                            ,            1072 SE Amsterdam (Nieuwe Pijp)        ,"                €2,250 per month            ",58 m²,3 rooms
                        Apartment Ridderspoorweg 90                            ,            1032 LL Amsterdam (Noordelijke IJ-oevers West)        ,"                €2,750 per month            ",125 m²,5 rooms
                        Apartment Hobbemakade                            ,            1071 XK Amsterdam (Museumkwartier)        ,"                €6,000 per month            ",135 m²,4 rooms
                        Apartment Valentijnkade 39 H                            ,            1095 JH Amsterdam (Indische Buurt Oost)        ,"                €1,700 per month            ",47 m²,2 rooms
                        Apartment Alexanderplein                            ,            1018 CG Amsterdam (Weesperbuurt/Plantage)        ,"                €2,400 per month            ",75 m²,2 rooms
                        House H. Stolleplantsoen                            ,            1022 KK Amsterdam (Elzenhagen)        ,"                €1,975 per month            ",100 m²,3 rooms
                        Apartment Prinsengracht 447 2                            ,            1016 HN Amsterdam (Grachtengordel-West)        ,"                €2,450 per month            ",70 m²,3 rooms
                        Apartment Rijnstraat                            ,            1079 HT Amsterdam (Rijnbuurt)        ,"                €2,250 per month            ",78 m²,4 rooms
                        Apartment Dijkgraafplein                            ,            1069 EV Amsterdam (De Punt)        ,"                €2,249 per month            ",101 m²,4 rooms
                        Apartment Gerard Doustraat                            ,            1073 XB Amsterdam (Oude Pijp)        ,"                €2,250 per month            ",62 m²,3 rooms
                        Apartment Hoogte Kadijk 54 H                            ,            1018 BN Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €2,750 per month            ",93 m²,3 rooms
                        Apartment Sassenheimstraat 59 3                            ,            1059 BD Amsterdam (Hoofddorppleinbuurt)        ,"                €2,600 per month            ",78 m²,4 rooms
                        Apartment Nachtwachtlaan                            ,            1058 EE Amsterdam (Overtoomse Veld)        ,"                €2,500 per month            ",100 m²,4 rooms
                        Apartment Hoogte Kadijk                            ,            1018 BK Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €2,300 per month            ",78 m²,4 rooms
                        Apartment Jacob Obrechtstraat                            ,            1071 KG Amsterdam (Museumkwartier)        ,"                €2,850 per month            ",97 m²,3 rooms
                        House Klaprozenweg                            ,            1032 KK Amsterdam (Noordelijke IJ-oevers West)        ,"                €2,950 per month            ",207 m²,5 rooms
                        Apartment Lekstraat 114 2                            ,            1079 EW Amsterdam (Scheldebuurt)        ,"                €2,150 per month            ",90 m²,3 rooms
                        Apartment Van Eeghenstraat                            ,            1071 GD Amsterdam (Museumkwartier)        ,"                €5,850 per month            ",196 m²,5 rooms
                        Apartment Singel                            ,            1015 AG Amsterdam (Grachtengordel-West)        ,"                €4,000 per month            ",108 m²,3 rooms
                        Apartment Deurloostraat                            ,            1078 HT Amsterdam (Scheldebuurt)        ,"                €3,750 per month            ",80 m²,3 rooms
                        House Kerkstraat 406                            ,            1017 JC Amsterdam (Grachtengordel-Zuid)        ,"                €6,350 per month            ",198 m²,6 rooms
                        Apartment Hoofdweg 318 huis                            ,            1056 DA Amsterdam (Van Galenbuurt)        ,"                €2,175 per month            ",73 m²,2 rooms
                        Apartment Termini 409                            ,            1025 XM Amsterdam (Buikslotermeer)        ,"                €1,650 per month            ",75 m²,3 rooms
                        Apartment Allard Piersonstraat                            ,            1053 ZX Amsterdam (Da Costabuurt)        ,"                €1,875 per month            ",70 m²,2 rooms
                        Apartment Keizersgracht                            ,            1015 CX Amsterdam (Grachtengordel-West)        ,"                €3,250 per month            ",119 m²,3 rooms
                        Apartment Jacob van Lennepkade                            ,            1054 ZG Amsterdam (Helmersbuurt)        ,"                €2,495 per month            ",73 m²,3 rooms
                        Studio Haarlemmermeerstraat                            ,            1058 KH Amsterdam (Hoofddorppleinbuurt)        ,"                €1,750 per month            ",27 m²,1 room
                        Apartment Tweede Jan van der Heijdenstraat                            ,            1074 XT Amsterdam (Oude Pijp)        ,"                €2,500 per month            ",66 m²,3 rooms
                        Apartment Leidsegracht                            ,            1016 CR Amsterdam (Jordaan)        ,"                €2,400 per month            ",105 m²,2 rooms
                        Apartment Eerste Helmersstraat                            ,            1054 DJ Amsterdam (Helmersbuurt)        ,"                €5,000 per month            ",144 m²,4 rooms
                        Apartment Govert Flinckstraat 384 2                            ,            1074 CH Amsterdam (Oude Pijp)        ,"                €2,100 per month            ",60 m²,3 rooms
                        Apartment Pieter Aertszstraat                            ,            1073 SH Amsterdam (Nieuwe Pijp)        ,"                €2,500 per month            ",67 m²,3 rooms
                        Apartment Loenermark 375                            ,            1025 TH Amsterdam (Buikslotermeer)        ,"                €2,000 per month            ",95 m²,3 rooms
                        Apartment Zocherstraat 24 II                            ,            1054 LX Amsterdam (Overtoomse Sluis)        ,"                €2,250 per month            ",70 m²,3 rooms
                        Apartment Frederik Hendrikstraat                            ,            1052 JA Amsterdam (Frederik Hendrikbuurt)        ,"                €1,750 per month            ",75 m²,2 rooms
                        Apartment Valkenburgerstraat                            ,            1011 NC Amsterdam (Nieuwmarkt/Lastage)        ,"                €2,500 per month            ",85 m²,3 rooms
                        Apartment Valeriusstraat 102 2                            ,            1075 GC Amsterdam (Willemspark)        ,"                €4,500 per month            ",154 m²,7 rooms
                        Apartment Alexanderkade                            ,            1018 CH Amsterdam (Weesperbuurt/Plantage)        ,"                €1,850 per month            ",90 m²,3 rooms
                        Apartment Korte Ouderkerkerdijk 1 B-3                            ,            1096 AC Amsterdam (Omval/Overamstel)        ,"                €6,000 per month            ",163 m²,4 rooms
                        Apartment Kalkmarkt                            ,            1011 BC Amsterdam (Nieuwmarkt/Lastage)        ,"                €1,250 per month            ",125 m²,2 rooms
                        Apartment Carnapstraat                            ,            1062 KT Amsterdam (Westlandgracht)        ,"                €1,755 per month            ",73 m²,2 rooms
                        Apartment Hoogte Kadijk 54 H                            ,            1018 BN Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €2,750 per month            ",93 m²,3 rooms
                        Apartment Gerard Doustraat                            ,            1073 XB Amsterdam (Oude Pijp)        ,"                €2,250 per month            ",62 m²,3 rooms
                        House Bestevâerstraat                            ,            1056 HM Amsterdam (Geuzenbuurt)        ,"                €3,500 per month            ",150 m²,5 rooms
                        Apartment Mary van der Sluisstraat 286                            ,            1095 ME Amsterdam (Zeeburgereiland/Nieuwe Diep)        ,"                €2,500 per month            ",88 m²,3 rooms
                        Apartment Nassaukade 155 1                            ,            1053 LK Amsterdam (Da Costabuurt)        ,"                €1,850 per month            ",80 m²,3 rooms
                        Apartment Brouwersgracht                            ,            1015 GA Amsterdam (Grachtengordel-West)        ,"                €2,400 per month            ",100 m²,3 rooms
                        Apartment Van de Veldestraat                            ,            1071 CW Amsterdam (Museumkwartier)        ,"                €2,600 per month            ",94 m²,2 rooms
                        Apartment Singel                            ,            1017 AX Amsterdam (Grachtengordel-Zuid)        ,"                €2,300 per month            ",82 m²,2 rooms
                        Apartment Oranje-Vrijstaatplein                            ,            1093 NG Amsterdam (Dapperbuurt)        ,"                €2,750 per month            ",100 m²,3 rooms
